,url,名前,説明文,base,tec,taste,style,top,glass,color,度数,特徴,画像
57,https://cocktail-f.com/cocktails/58,ナイトメア・オブ・レッド,「CocktailType」というカクテルレシピサイトの管理人がカクテルアワードに応募しようとして悪夢を見たのが名前の由来。カンパリの苦味、ジンの辛味、パイナップルの甘みを感じる辛口でパンチの強いカクテル。,ジン,ビルド,辛口,ロング,食前,オールドファッションドグラス,赤,22%,"['男らしい', 'オリジナル']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
58,https://cocktail-f.com/cocktails/59,アクア,鮮やかなエメラルドグリーンの中に気泡が浮かぶ非常に美しいカクテル。ミントリキュールをトニックがまろやかに包み込み飲みやすく仕上がっている。,ウォッカ,シェイク,中口,ロング,オール,シャンパングラス,緑,9%,"['爽やか', '飲みやすい', '美しい']",https://dm58o2i5oqos8.cloudfront.net/photos/59.jpg
59,https://cocktail-f.com/cocktails/60,ゼニス・クーラー,パイナップルとジンが絶妙にマッチした、絶頂という意味のクーラースタイルのカクテル。パイナップルがさっぱりとしていて夏にピッタリな味わい。,ジン,ビルド,中口,ロング,オール,タンブラー,透明,18%,"['さっぱり', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
60,https://cocktail-f.com/cocktails/61,バーボン・バック,バーボンとジンジャーエールがマッチした、爽やかで飲みやすいカクテル。ウイスキーで作ればウイスキー・バックになる。,ウイスキー,ビルド,中辛口,ロング,オール,タンブラー,黄金色,10%,"['スタンダード', '爽やか']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
61,https://cocktail-f.com/cocktails/62,オレンジ・フィズ,ドライ・ジンの苦味を残しつつもオレンジで飲みやすく仕上がったカクテルで、女性に人気がある。,ジン,シェイク,中口,ロング,オール,タンブラー,オレンジ,16%,"['スタンダード', 'さっぱり', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
62,https://cocktail-f.com/cocktails/63,ディタモーニ,チャイナ・ブルーと同じくライチとグレープフルーツをあわせたカクテル。トニック・ウォーターで割っている分炭酸で喉ごし爽やかな味わいで女性に人気がある。「ディタ」はライチリキュールの代表的な銘柄だが、ディタ以外のライチリキュールを使っても問題ない。,リキュール,ビルド,中甘口,ロング,オール,コリンズグラス,白,4%,"['爽やか', '飲みやすい', '女性におすすめ']",https://dm58o2i5oqos8.cloudfront.net/photos/63.jpg
63,https://cocktail-f.com/cocktails/64,コロンブス,ラムのコクにアプリコット・ブランデーの甘みとレモンの酸味が合わさり、香りは甘く飲むと少し酸っぱいカクテル。コロンブスのような冒険の旅に出かける際の一杯に。,ラム,シェイク,中口,ショート,オール,カクテルグラス,オレンジ,26%,['酸っぱい'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
64,https://cocktail-f.com/cocktails/65,ミッドナイト・カウボーイ,バーボンとダーク・ラムの豊かな香りと生クリームのまろやかな口当たりを楽しめるが、度数が強くカウボーイの名に負けない味わいの強いカクテル。,ウイスキー,シェイク,中辛口,ショート,オール,オールドファッションドグラス,白,33%,"['男らしい', 'まろやか']",https://dm58o2i5oqos8.cloudfront.net/photos/65.jpg
65,https://cocktail-f.com/cocktails/66,プラチナ・ブロンド,オレンジとラムの風味と生クリームのまろやかさと甘みがマッチし、上品なケーキのような味わい。銀白色の髪の女性のように純白で美しい。,ラム,シェイク,甘口,ショート,食後,カクテルグラス,白,27%,"['濃厚', '美しい', 'まろやか']",https://dm58o2i5oqos8.cloudfront.net/photos/66.jpg
66,https://cocktail-f.com/cocktails/67,ソルト・リック,作り方はソルティ・ドッグにトニック・ウォーターを加えたもの。トニック・ウォーターの炭酸が加わることで、より飲みやすく飽きのこない味わいとなっている。,ウォッカ,ビルド,中口,ロング,食前,コリンズグラス,白,10%,"['さっぱり', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
67,https://cocktail-f.com/cocktails/68,ウイスキー・サワー,サワー系のカクテルの中でも代表的なレシピで、ウイスキーにレモンの酸味と甘味が加わり飲みやすくなっている。本来「サワー」とは炭酸ではなく酸味の意味を指すため、炭酸は入っていない。,ウイスキー,シェイク,中辛口,ショート,オール,サワーグラス,黄金色,24%,"['スタンダード', '酸っぱい', '料理に合う']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
68,https://cocktail-f.com/cocktails/69,ダーティ・マザー,ブランデーの香りにコーヒー・リキュールの香りが加わり、非常に芳醇な味わいになっている。また、度数が低くないためブランデーの辛味も感じることができる。ブランデーがコーヒー・リキュールで濁って茶色になった様子が「汚れた母」をイメージされて付けられたと言われる。,ブランデー,ビルド,中甘口,ロング,食後,オールドファッションドグラス,茶色,33%,['シンプル'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
69,https://cocktail-f.com/cocktails/70,ビーズ・キッス,ミツバチのキスという意味を持つ蜂蜜を使ったカクテル。蜂蜜を使用している分、シュガー・シロップのようなきつい甘さではなく、コクのあるまろやかな甘さになっている。飲みやすさの割に度数は高めなので注意。,ラム,シェイク,甘口,ショート,オール,カクテルグラス,白,27%,"['飲みやすい', 'まろやか']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
70,https://cocktail-f.com/cocktails/71,ホット・ブランデー・エッグノッグ,風邪の時にもおすすめなブランデーベースのホットカクテル。手間はかかるが卵黄と卵白を別で泡立てることで泡のふわふわな状態を楽しめる。丁寧な作りが味を左右する優しさあふれるカクテル。,ブランデー,ビルド,甘口,ロング,食後,ホットグラス,白,9%,"['濃厚', 'ホット', 'まろやか']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
71,https://cocktail-f.com/cocktails/72,ソルティ・ブル,グレープフルーツの酸味と苦味がテキーラの風味を際立たせた、テキーラを楽しむためのカクテル。テキーラの生まれ故郷メキシコではテキーラを柑橘と塩だけで味わう人がいると言い、まさにその飲み方を楽しめる。,テキーラ,ビルド,中口,ロング,オール,コリンズグラス,白,11%,['スタンダード'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
72,https://cocktail-f.com/cocktails/73,ジン・リッキー,相性の良いジンとライムをダイレクトに味わうことができるカクテル。グラスに沈んだライムをマドラーで好みに潰しながら飲めるため、ジュースだけではなく果実の食感も楽しめる。ただしライムを潰しすぎると皮の渋みが出てしまうのでほどほどに。,ジン,ビルド,辛口,ロング,オール,タンブラー,透明,16%,"['スタンダード', 'シンプル', 'さっぱり', '楽しい']",https://dm58o2i5oqos8.cloudfront.net/photos/73.jpg
73,https://cocktail-f.com/cocktails/74,ゴッド・ファーザー,ウイスキーのどっしりとした味わいをアマレットの甘さがやさしく包み込んだシンプルながらも奥深い味わい。コッポラ監督によるマフィア映画の金字塔である同名の映画にちなんで作られており、荒々しい抗争の世界と優しい家族愛がカクテルにも現れている。,ウイスキー,ビルド,中甘口,ロング,食後,オールドファッションドグラス,黄金色,37%,"['シンプル', '男らしい', '映画']",https://dm58o2i5oqos8.cloudfront.net/photos/74.jpg
74,https://cocktail-f.com/cocktails/75,カンパリ・ビア,カンパリの苦味をビールがまろやかにすることで、カンパリの甘みを十分に感じることができる、ルビー色に輝く見た目も美しい。,ビール,ビルド,中口,ロング,食前,ピルスナーグラス,赤,7%,['シンプル'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
75,https://cocktail-f.com/cocktails/76,メキシカン,テキーラのしっかりした味わいにパイナップルが爽やかに香る飲みやすい一杯。メキシカンという名前だが生まれはロンドン、サボイ・ホテルのハリー・クラドック氏作が考案したカクテルで、テキーラベースの中ではもっとも古いとも言われている。,テキーラ,シェイク,中甘口,ショート,食後,カクテルグラス,オレンジ,26%,['爽やか'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
76,https://cocktail-f.com/cocktails/77,スプモーニ,イタリア語の「泡立てる」という単語から名がついたと言われる。カンパリの苦味をグレープフルーツのとトニックウォーターがさっぱりと飲みやすく仕立てている。カンパリを使った色合いも美しい。,リキュール,ビルド,中甘口,ロング,オール,コリンズグラス,赤,5%,"['スタンダード', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/77.jpg
77,https://cocktail-f.com/cocktails/78,フレンチ・コネクション,ゴッド・ファーザーのウイスキーをブランデーに変えたもので、こちらも同名の映画を名前の由来とする。ブランデーの豊かな香りとアマレットの甘みがマッチしており、非常に上品な味わいのカクテル。,ブランデー,ビルド,中甘口,ロング,オール,オールドファッションドグラス,黄金色,30%,"['シンプル', 'エレガント', '映画']",https://dm58o2i5oqos8.cloudfront.net/photos/78.jpg
78,https://cocktail-f.com/cocktails/79,イエロー・フェロー,パイナップルとオレンジの甘くてジューシーな味わいで飲みやすく、女性に人気のあるカクテル。ウォッカが味に影響を与えづらい分その他の素材の味が存分に感じられる。,ウォッカ,シェイク,中甘口,ショート,オール,カクテルグラス,黄,20%,"['飲みやすい', '女性におすすめ']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
79,https://cocktail-f.com/cocktails/80,ベルベット・ハンマー,オレンジ・ブランデー・コーヒーの味と香りを次々に感じることができ、全体を生クリームのまろやかさでまとめたカクテル。甘みが強いため、デザートカクテルとしておすすめ。,リキュール,シェイク,甘口,ショート,食後,カクテルグラス,茶色,21%,"['濃厚', 'まろやか']",https://dm58o2i5oqos8.cloudfront.net/photos/80.jpg
80,https://cocktail-f.com/cocktails/81,マンハッタン,かつてのチャーチル英国首相の母親が考案者だとも言われるカクテル。スイート・ベルモットの甘さを強く感じつつも、バーボンのしっかりとした香りも楽しめる。度数は高めだが色合いも美しく女性にもおすすめの一品。マティーニと同じくバーテンダーにより味が変わると言われており、シンプルな材料ながらも奥深い。,ウイスキー,ステア,中口,ショート,食前,カクテルグラス,茶色,32%,"['スタンダード', '美しい', 'エレガント', '女性におすすめ']",https://dm58o2i5oqos8.cloudfront.net/photos/81.jpg
81,https://cocktail-f.com/cocktails/82,アラウンド・ザ・ワールド,飛行機の世界一周航路開設記念で開催されたカクテルコンクールの優勝作品。パイナップルジュースを加えていることで、ジンとミントの爽やかな香りに甘みを加えてすっきりと飲むことができる。,ジン,シェイク,中甘口,ショート,オール,カクテルグラス,緑,35%,['爽やか'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
82,https://cocktail-f.com/cocktails/83,クラシック・ドライ・マティーニ,カクテルの王様マティーニは時代が進むに連れ辛口になったが、その辛口への変化のスタートと言えるべきレシピがこのクラシック・ドライ・マティーニ。現在のマティーニに比べるとドライ・ベルモットの割合が多く、飲みやすい仕上がりとなっている。,ジン,ステア,辛口,ショート,食前,カクテルグラス,透明,40%,"['スタンダード', 'キレがある', 'エレガント', '歴史ある']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
83,https://cocktail-f.com/cocktails/84,マタドール,闘牛士という雄々しい名前ながらも、テキーラの香りをパイナップル・ジュースとライムで甘酸っぱく飲みやすくしたカクテルで、夏にピッタリの味わい。,テキーラ,シェイク,中甘口,ロング,オール,オールドファッションドグラス,黄,13%,"['スタンダード', 'さっぱり', '酸っぱい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
84,https://cocktail-f.com/cocktails/85,エクソシスト,有名な映画の名前を思い起こす、悪魔祓いの名を持つカクテル。味わい自体はマルガリータと同じで、ホワイトキュラソーをブルーキュラソーに変えたレシピになる。しかし、特有の深いブルーの色合いが不気味さを出し、また違った味わいに感じられる…かもしれない。,テキーラ,シェイク,中辛口,ショート,オール,カクテルグラス,青,30%,['美しい'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
85,https://cocktail-f.com/cocktails/86,キウイ・マティーニ,ジンの辛さにキウイフルーツの甘みと酸味が抜群にマッチしたカクテル。飾り付けに鳥のキウイを見立てたキウイフルーツとレモンピールを飾り付けるとオシャレ。,ジン,シェイク,中甘口,ショート,オール,カクテルグラス,緑,23%,['飲みやすい'],https://dm58o2i5oqos8.cloudfront.net/photos/86.jpg
86,https://cocktail-f.com/cocktails/87,ビトゥイン・ザ・シーツ,「シーツの間に入って＝ベッドに入って」という意味を持つカクテル。ホワイト・キュラソーのオレンジの風味が強く出てやや甘口の穏やかな味わいだが、分量の大半がアルコールなので度数が高め。名前と度数からまさか女性に飲ませようとする人はいないと思うが…。,ブランデー,シェイク,中甘口,ショート,食後,カクテルグラス,黄,37%,['強い'],https://dm58o2i5oqos8.cloudfront.net/photos/87.jpg
87,https://cocktail-f.com/cocktails/88,ビッグ・アップル,ウォッカをアップル・ジュースで割るだけのシンプルなカクテル。癖がなくアップル・ジュースの美味しさを純粋に楽しむことができる。ウォッカのアルコールを感じづらいため、飲み過ぎには注意したい。,ウォッカ,ビルド,中甘口,ロング,オール,コリンズグラス,黄,13%,"['シンプル', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/88.jpg
88,https://cocktail-f.com/cocktails/89,コザック,無敵と言われた帝政ロシア時代の騎兵隊の名前のごとく、度数が高く甘みの少ない力強い味わい。ライム・ジュースの酸味が全体をキリッとまとめ上げている。,ウォッカ,シェイク,中辛口,ショート,オール,カクテルグラス,黄,31%,['強い'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
89,https://cocktail-f.com/cocktails/90,バカルディ・カクテル,ラムで有名なバカルディ社が考案したカクテル。このバカルディ・カクテルを名乗るにはバカルディ社のホワイト・ラムを使用する必要があり、その他ラムを使用した場合はピンク・ダイキリと呼ばれる。,ラム,シェイク,中口,ショート,オール,カクテルグラス,ピンク,28%,['さっぱり'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
90,https://cocktail-f.com/cocktails/91,ブロードウェイ・サースト,ミュージカルの街、ブロードウェイへの渇望の意味を込められたカクテル。オレンジ・ジュース、レモン・ジュースによってアルコール度数も抑えられており、飲みやすく喉の渇きも潤してくれる一杯。,テキーラ,シェイク,中口,ショート,オール,カクテルグラス,黄,19%,['飲みやすい'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
91,https://cocktail-f.com/cocktails/92,シルバー・ウィング,ドライ・ベルモットとホワイト・キュラソーがバランス良く非常に香り高い一杯に仕上がっている。色合いも銀色に輝き非常に美しい仕上がりだが、度数は高めのため気をつけること。,ウォッカ,ステア,中辛口,ショート,食前,カクテルグラス,白,35%,"['美しい', '強い']",https://dm58o2i5oqos8.cloudfront.net/photos/92.jpg
92,https://cocktail-f.com/cocktails/93,アカプルコ,ホワイト・キュラソーを抜くとダイキリ、シュガー・シロップを抜いてホワイト・キュラソーの量を変えるとXYZとなる。ホワイト・キュラソーが少ない分酸味を強く感じる事ができ、リゾート地の名前にふさわしいさっぱりとした味わいとなっている。,ラム,シェイク,中口,ショート,オール,カクテルグラス,白,28%,"['さっぱり', 'トロピカル']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
93,https://cocktail-f.com/cocktails/94,スリー・ミラーズ,ブランデーのしっかりとした味と香りにグレナデン・シロップの甘みが合わさった、辛味と甘みが融合した大人向けのカクテル。ブランデーにグレナデン・シロップの赤が加わった赤褐色がまた非常に美しく、落ち着いた雰囲気の中で飲むにはうってつけの一杯。,ブランデー,シェイク,中辛口,ショート,オール,カクテルグラス,茶色,37%,"['美しい', 'エレガント']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
94,https://cocktail-f.com/cocktails/95,ジン・アンド・ビターズ,ジンにアンゴスチュラ・ビターズが香る一杯。ほぼジンのため度数は非常に高く、辛口の大人の味。氷を入れずにカクテルグラスで作るとピンク・ジンというカクテルになる。,ジン,ビルド,辛口,ロング,食後,オールドファッションドグラス,茶色,46%,"['キレがある', '強い']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
95,https://cocktail-f.com/cocktails/96,ウォッカ・リッキー,ライムを絞り入れ、ウォッカと炭酸水を注いだシンプルなカクテル。ライムをマドラーで潰しながら自分好みの味に調整できる。さっぱり爽快な味わいは暑い夏にピッタリ。,ウォッカ,ビルド,辛口,ロング,オール,タンブラー,透明,13%,"['爽やか', '楽しい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
96,https://cocktail-f.com/cocktails/97,スモーキー・マティーニ,ドライ・ベルモットの代わりにスコッチ・ウイスキーを使用したマティーニの一つ。ジンとウイスキーが口の中で香る、辛口で度数も高いカクテル。普段のマティーニから少し変化を楽しみたいときに飲んでみると良い。,ジン,ステア,辛口,ショート,食前,カクテルグラス,黄金色,45%,"['キレがある', '強い']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
97,https://cocktail-f.com/cocktails/98,ブルー・マルガリータ,ブルー・キュラソーの美しい青色が全面に出たマルガリータ。味わいこそはマルガリータと同じだが、色の違いでまた違った味わいに感じられる。スノースタイルを抜くと「エクソシスト」というカクテルになる。,テキーラ,シェイク,中口,ショート,オール,カクテルグラス,青,26%,['美しい'],https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
98,https://cocktail-f.com/cocktails/99,サラトガ・クーラー,名前の由来はアメリカ西海岸の街「サラトガ」とされている。ライムとジンジャーエールのバランスが良い甘みを抑えた夏にピッタリの一杯。コーディアルライムジュースはそのまま炭酸水で割るだけでも美味しいが、ジンジャーエールで割ることで酸味を抑え、甘みと辛味がプラスされる。,なし,ビルド,中口,ロング,オール,タンブラー,黄金色,0%(ノンアルコール),"['さっぱり', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/99.jpg
99,https://cocktail-f.com/cocktails/100,ニューヨーク,アメリカ、ニューヨークの名前を持つカクテル。ウイスキーはアメリカ生まれのバーボンまたはライ・ウイスキーを使うことを勧められている。オレンジピールの香りがアクセントとなっており、バーボンまたはライ特有の香りを引き締めている。,ウイスキー,シェイク,中口,ショート,オール,カクテルグラス,赤,29%,['エレガント'],https://dm58o2i5oqos8.cloudfront.net/photos/100.jpg
100,https://cocktail-f.com/cocktails/101,カリフォルニア・レモネード,ウイスキーは主にバーボンを利用する大人のレモネード。酸味が強くレモネードという名前は飾りではない。カリフォルニアの温暖な気候にマッチしたさっぱりカクテル。,ウイスキー,シェイク,中口,ロング,オール,コリンズグラス,赤,11%,"['さっぱり', '爽やか', '酸っぱい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
101,https://cocktail-f.com/cocktails/102,ゴッド・マザー,ウォッカにアマレットを加えてるだけのシンプルなカクテル。ゴッド・ファーザーのレシピのうちウイスキーをウォッカに変えたもので、アマレット特有のアーモンドの香りと甘みを感じやすい。ウォッカはできるだけ癖のないものを選ぶとアマレットの香りを楽しみやすい。,ウォッカ,ビルド,甘口,ロング,オール,オールドファッションドグラス,黄金色,36%,"['シンプル', '強い']",https://dm58o2i5oqos8.cloudfront.net/photos/102.jpg
102,https://cocktail-f.com/cocktails/103,パラダイス,相性の良いアプリコット・ブランデーとオレンジジュースの甘みをジンのキレで締めるバランスの良い味わいで、材料の比率を変えて好みの味わいに調整することができる。1930年には本に記載がある歴史の長いカクテル。,ジン,シェイク,甘口,ショート,オール,カクテルグラス,オレンジ,30%,['歴史ある'],https://dm58o2i5oqos8.cloudfront.net/photos/103.jpg
103,https://cocktail-f.com/cocktails/104,スプリッツァー,白ワインを炭酸水で割り、レモンやライムを添えたカクテル。割っているので度数も抑えられて飲みやすく、なにより炭酸が弾けて爽快な飲み口になっている。名前の由来はこのカクテルの特徴通りドイツ語で「弾ける」という意味の「シュプリッツェン（Spritzen）」からきている。かつてイギリスのダイアナ妃も愛飲していたことで有名。,ワイン,ビルド,中口,ロング,オール,コリンズグラス,黄金色,5%,"['さっぱり', '爽やか', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
104,https://cocktail-f.com/cocktails/105,クラリッジ,アプリコットとオレンジの華やかな香りと甘みのあとに、ジンとドライ・ベルモットのキレのある後味が残る、甘すぎず高級感のあるカクテル。パリにあるクラリッジ・ホテルで提供されるカクテルで、上品で女性にもオススメの一杯。,ジン,シェイク,中口,ショート,オール,カクテルグラス,黄金色,32%,"['エレガント', '女性におすすめ']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
105,https://cocktail-f.com/cocktails/106,ボッチ・ボール,アマレットにオレンジ・ジュースで甘口ながらも炭酸水でスッキリと飲めるカクテル。アルコール臭も少ないため、お酒があまり強くない人でも飲みやすい。日本人にはインパクトを感じる名前ながらも、実際はイタリアの球技の名前。,リキュール,ビルド,甘口,ロング,オール,タンブラー,オレンジ,7%,"['さっぱり', '飲みやすい']",https://dm58o2i5oqos8.cloudfront.net/photos/106.jpg
106,https://cocktail-f.com/cocktails/107,モッキンバード,アメリカ南部に生息するメキシコの「ものまね鳥」という意味を持つ緑の色会い鮮やかなすっきりカクテル。テキーラの香りとライムの酸味が強いため、ミントリキュールが入ってるカクテルの中ではミントの主張は少なめ。,テキーラ,シェイク,中口,ショート,オール,カクテルグラス,緑,25%,['爽やか'],https://dm58o2i5oqos8.cloudfront.net/photos/107.jpg
107,https://cocktail-f.com/cocktails/108,シクラメン,シクラメンの花をイメージした、オレンジと赤のグラデーションが美しい日本生まれのカクテル。オレンジにレモンが効いた柑橘系の味わいで、テキーラは抑え気味にすると味が華やぐ。最後の一口はグレナデン・シロップの甘さでいっぱいの素敵な一杯。,テキーラ,シェイク,中甘口,ショート,オール,カクテルグラス,黄,25%,"['さっぱり', '美しい', '女性におすすめ']",https://dm58o2i5oqos8.cloudfront.net/photos/108.jpg
108,https://cocktail-f.com/cocktails/109,ケーブルグラム,レモン・ジュースとシュガー・シロップを加えてシェイクで仕上げたジンジャーハイボール。レモンの酸味が爽快でシェイクしてる分ウイスキーのアルコールも感じづらく飲みやすい一杯。,ウイスキー,シェイク,中甘口,ロング,オール,タンブラー,黄金色,13%,"['さっぱり', '爽やか', '飲みやすい', '料理に合う']",https://dm58o2i5oqos8.cloudfront.net/photos/InPreparation.png
109,https://cocktail-f.com/cocktails/110,ロブ・ロイ,マンハッタンのレシピからウイスキーにスコッチを指定したカクテル。18世紀のスコットランドにいたロバート・ロイ・マクレガーから名前がついたとされる。ビターズの苦味を感じながらもスコッチとスイートベルモットの香り高い一杯。,ウイスキー,ステア,中辛口,ショート,食前,カクテルグラス,黄金色,34%,"['強い', 'エレガント']",https://dm58o2i5oqos8.cloudfront.net/photos/110.jpg
110,https://cocktail-f.com/cocktails/111,ガルフストリーム,メキシコ湾流という意味を持つ、青が鮮やかでトロピカルなカクテル。材料が見事なバランスで調和しており、一口飲むたびにそれぞれの材料の味を感じることができる。飲みやすい割に度数は高めなので注意。,ウォッカ,シェイク,中甘口,ロング,オール,オールドファッションドグラス,青,15%,"['さっぱり', '飲みやすい', 'トロピカル']",https://dm58o2i5oqos8.cloudfront.net/photos/111.jpg
